transaction_id,customer_id,amount,transaction_time,merchant_type,is_fraud,age,gender,income,account_balance,transaction_frequency,customer_segment,atm_id,atm_location,cash_withdrawal_amount,loan_id,loan_amount,credit_score,loan_status,news_headline,sentiment_score,stock_ticker
3990,1572,26096.33,1/3/2025 18:29,Fuel,0,65,Female,66576,442779.04,29,Medium,21,Hyderabad,20685.93,8990,453860,848,In Progress,Company faces regulatory issues,0.3,SBIN
3991,4425,29286.86,1/3/2025 18:30,Online,1,45,Male,43147,438432.88,97,High Value,45,Kolkata,38733.73,8991,2122253,814,Default,Banking sector sees strong growth,0.62,HDFCBANK
3992,3075,434.69,1/3/2025 18:31,Medical,0,38,Other,131622,223034.72,74,New,44,Mumbai,30402.85,8992,350934,569,Paid,Market rises amid strong earnings,0.57,ICICIBANK
3993,4001,38052.69,1/3/2025 18:32,Bill,0,47,Other,83020,123487.07,28,New,42,Bengaluru,28016.91,8993,1907487,434,Paid,Global markets fall due to uncertainty,-0.21,INFY
3994,3090,35653.58,1/3/2025 18:33,Medical,0,20,Female,147817,113059.55,53,Low,43,Delhi,16217.4,8994,2131462,811,Default,Rupee weakens against Dollar,-0.14,SBIN
3995,2704,18320.66,1/3/2025 18:34,Fuel,0,51,Other,168220,17477.21,46,Medium,5,Bengaluru,27637.12,8995,1310489,700,Default,Tech stocks rally on innovation,0.14,ICICIBANK
3996,3470,2656.27,1/3/2025 18:35,Bill,0,23,Male,162288,421410.79,39,High Value,13,Hyderabad,30817.98,8996,2017462,794,Default,Rupee weakens against Dollar,-0.75,SBIN
3997,4669,37749.08,1/3/2025 18:36,Bill,0,60,Other,56929,132786.6,76,Low,17,Mumbai,9042.32,8997,1152643,382,Paid,Company faces regulatory issues,0.74,INFY
3998,1176,47759.21,1/3/2025 18:37,Retail,0,46,Female,77637,179820.07,58,High Value,12,Kolkata,36819.81,8998,2135455,378,Paid,Corporate layoffs rise across tech firms,-0.81,RELIANCE
3999,1528,12015.18,1/3/2025 18:38,Retail,0,20,Male,145860,404703.46,86,Low,17,Kolkata,19707.36,8999,2222361,607,Paid,Rupee weakens against Dollar,-0.63,ICICIBANK
4000,2633,16183,1/3/2025 18:39,Retail,0,50,Male,168084,60452.01,54,Low,1,Delhi,37139.56,9000,2713261,325,Paid,Global markets fall due to uncertainty,0.89,TCS
4001,1965,9198.81,1/3/2025 18:40,Fuel,0,28,Male,81313,230886.42,6,New,8,Mumbai,8967.76,9001,2025853,466,Paid,Rupee weakens against Dollar,-0.44,SBIN
4002,2517,28851.04,1/3/2025 18:41,Travel,0,62,Female,24525,61609.52,45,New,16,Kolkata,32860.39,9002,2048969,842,In Progress,Global markets fall due to uncertainty,-0.51,SBIN
4003,1197,7750.52,1/3/2025 18:42,Online,0,22,Female,144228,221203.36,40,New,15,Mumbai,1441.47,9003,361861,760,Paid,Global markets fall due to uncertainty,-0.15,INFY
4004,3657,17816.14,1/3/2025 18:43,Fuel,0,67,Other,58348,24046.22,23,Low,19,Bengaluru,8032.39,9004,411288,450,Paid,Banking sector sees strong growth,0.45,RELIANCE
4005,4648,34853.68,1/3/2025 18:44,Medical,0,49,Female,75447,259052.6,98,New,25,Hyderabad,44566.93,9005,882451,339,Paid,Tech stocks rally on innovation,-0.27,RELIANCE
4006,3889,28010.2,1/3/2025 18:45,Retail,0,64,Male,125709,397957,42,New,31,Mumbai,23127.45,9006,1287945,892,Default,Market rises amid strong earnings,0.75,RELIANCE
4007,1852,19329.26,1/3/2025 18:46,Bill,0,35,Female,101030,338310.19,38,Medium,42,Mumbai,25442.36,9007,274811,639,Paid,Tech stocks rally on innovation,-0.7,ICICIBANK
4008,4588,21018.28,1/3/2025 18:47,Fuel,0,64,Female,148113,254829.92,16,High Value,2,Kolkata,45388.13,9008,1759392,473,Default,Oil prices surge on global conflict,-0.76,SBIN
4009,2537,28109.92,1/3/2025 18:48,Bill,0,37,Other,94866,414464.98,74,High Value,25,Chennai,24298.18,9009,2441550,886,Paid,Company faces regulatory issues,-0.85,TCS
4010,3069,303.18,1/3/2025 18:49,Medical,0,69,Male,66826,114280.09,47,Medium,31,Delhi,32763.97,9010,240243,853,Default,Oil prices surge on global conflict,-0.4,RELIANCE
4011,4183,3934.71,1/3/2025 18:50,Bill,0,69,Other,120808,415482.74,21,Medium,4,Delhi,11175.56,9011,2560586,396,Default,Tech stocks rally on innovation,-0.6,SBIN
4012,2080,44064.09,1/3/2025 18:51,Bill,0,56,Other,163145,138543.56,74,New,4,Chennai,4170.5,9012,2085048,466,Paid,Banking sector sees strong growth,-0.08,HDFCBANK
4013,4137,3903.17,1/3/2025 18:52,Food,0,66,Other,142749,181561.93,75,New,12,Chennai,17732.25,9013,151803,497,In Progress,Market rises amid strong earnings,0.99,INFY
4014,3889,35343.11,1/3/2025 18:53,Travel,1,57,Male,110822,64650.89,21,High Value,17,Chennai,39954.11,9014,1234060,739,Paid,Rupee weakens against Dollar,0.74,INFY
4015,1097,46002.71,1/3/2025 18:54,Online,0,45,Other,43028,51326.5,25,Medium,21,Bengaluru,22397.18,9015,1999371,858,Paid,Tech stocks rally on innovation,0.79,SBIN
4016,4215,13541.47,1/3/2025 18:55,Online,0,30,Male,169512,466089.7,61,Medium,29,Kolkata,8490.7,9016,1059391,829,Paid,Company faces regulatory issues,0.66,WIPRO
4017,2903,18530.87,1/3/2025 18:56,Retail,0,43,Other,47887,95394.13,98,New,22,Kolkata,27300.39,9017,2980855,813,Default,Tech stocks rally on innovation,-0.46,TCS
4018,1434,28450.38,1/3/2025 18:57,Food,0,33,Other,185009,166981.43,54,High Value,36,Hyderabad,13265.63,9018,1287838,401,In Progress,Rupee weakens against Dollar,-0.55,SBIN
4019,1636,44086.63,1/3/2025 18:58,Fuel,0,42,Male,80045,264811.27,95,Low,40,Delhi,47338.72,9019,37280,481,Paid,Banking sector sees strong growth,0.46,TCS
4020,4750,47095.86,1/3/2025 18:59,Fuel,0,27,Female,119136,174259.63,91,Medium,16,Kolkata,28912.89,9020,2202428,713,Paid,Rupee weakens against Dollar,0.2,ICICIBANK
4021,4157,36980.77,1/3/2025 19:00,Online,1,46,Other,42428,435131.58,89,High Value,15,Chennai,49149.83,9021,780139,790,Paid,Rupee weakens against Dollar,-0.59,HDFCBANK
4022,1587,4340.12,1/3/2025 19:01,Travel,0,63,Female,147685,450407.02,60,High Value,30,Bengaluru,2249.33,9022,1390718,515,Paid,Rupee weakens against Dollar,0.93,WIPRO
4023,1343,33461.02,1/3/2025 19:02,Bill,0,55,Other,63343,163332.23,42,High Value,46,Hyderabad,676.82,9023,991416,818,Default,Global markets fall due to uncertainty,-0.15,INFY
4024,2317,20521.08,1/3/2025 19:03,Medical,0,37,Female,88159,46467.83,61,Medium,11,Delhi,23907.07,9024,1388772,868,Paid,Banking sector sees strong growth,0.63,RELIANCE
4025,2979,23540.34,1/3/2025 19:04,Retail,1,71,Female,116337,105474.04,32,Low,13,Delhi,43113.77,9025,416940,841,Paid,Banking sector sees strong growth,-0.85,RELIANCE
4026,1570,2466.93,1/3/2025 19:05,Travel,0,43,Female,67088,237459.26,53,New,23,Delhi,26267.91,9026,2281115,550,Default,Banking sector sees strong growth,-0.93,INFY
4027,4721,9561.2,1/3/2025 19:06,Online,0,49,Female,191095,144596.28,44,Low,40,Hyderabad,43821.71,9027,1900902,544,Paid,Market rises amid strong earnings,-0.09,HDFCBANK
4028,1610,39527.78,1/3/2025 19:07,Food,0,56,Female,44653,227009.38,11,High Value,41,Bengaluru,6615.25,9028,1090082,504,Paid,Oil prices surge on global conflict,-0.76,HDFCBANK
4029,2727,22703.4,1/3/2025 19:08,Retail,0,55,Male,92512,379472.4,47,Medium,34,Bengaluru,34996.43,9029,2842056,787,In Progress,Tech stocks rally on innovation,0.96,SBIN
4030,3290,15090.1,1/3/2025 19:09,Online,0,66,Female,124122,210608.9,90,Medium,20,Kolkata,33027.88,9030,1394892,335,Default,Company faces regulatory issues,0.62,RELIANCE
4031,2854,19207.11,1/3/2025 19:10,Fuel,0,70,Male,30718,98900.23,60,Low,2,Kolkata,27293.69,9031,2681473,398,Paid,Global markets fall due to uncertainty,-0.09,INFY
4032,3608,42721.43,1/3/2025 19:11,Retail,1,41,Other,89877,179304.84,36,Low,8,Delhi,20314.73,9032,951440,668,Paid,Rupee weakens against Dollar,0.96,RELIANCE
4033,1959,37452.46,1/3/2025 19:12,Online,0,48,Male,69219,371619.12,60,Medium,18,Chennai,32388.71,9033,2992771,557,Paid,Rupee weakens against Dollar,-0.52,ICICIBANK
4034,3079,13623.05,1/3/2025 19:13,Fuel,0,57,Female,128500,212319.03,33,Low,7,Mumbai,27549.6,9034,1618354,800,Paid,Global markets fall due to uncertainty,0.36,INFY
4035,3438,5883.92,1/3/2025 19:14,Medical,0,29,Male,162368,125144.16,97,New,43,Kolkata,13704.02,9035,1641834,403,Default,Oil prices surge on global conflict,-0.96,HDFCBANK
4036,3324,12607.39,1/3/2025 19:15,Fuel,0,74,Female,41285,213992.11,42,New,31,Bengaluru,5320.31,9036,150298,778,Default,Market rises amid strong earnings,-0.26,RELIANCE
4037,1531,46038.61,1/3/2025 19:16,Bill,0,53,Male,67310,227675.94,13,New,22,Delhi,19393.77,9037,1500113,539,Paid,Rupee weakens against Dollar,-0.84,TCS
4038,2177,29083.63,1/3/2025 19:17,Food,1,27,Other,139246,148540.41,14,High Value,28,Bengaluru,25670.56,9038,189493,667,Paid,Company faces regulatory issues,-0.27,TCS
4039,3430,26678.68,1/3/2025 19:18,Bill,0,23,Female,160206,497844.7,58,Low,25,Delhi,25474.92,9039,771022,590,Paid,Oil prices surge on global conflict,-0.24,ICICIBANK
4040,2091,29823.72,1/3/2025 19:19,Online,0,24,Female,125545,383929.2,40,Medium,1,Hyderabad,21336.56,9040,2890770,448,Paid,Global markets fall due to uncertainty,-0.25,TCS
4041,2901,18307.75,1/3/2025 19:20,Medical,0,70,Male,199714,346381.27,65,High Value,32,Kolkata,16435.02,9041,743887,700,Paid,Rupee weakens against Dollar,-0.17,ICICIBANK
4042,1883,40357.28,1/3/2025 19:21,Travel,0,48,Male,109873,427506.06,5,Medium,25,Chennai,17589.65,9042,2753640,797,Paid,Company faces regulatory issues,0.23,ICICIBANK
4043,3261,26169.08,1/3/2025 19:22,Medical,0,44,Male,146527,333376.39,30,Low,48,Hyderabad,13365.68,9043,188024,893,Paid,Corporate layoffs rise across tech firms,-0.62,HDFCBANK
4044,2678,5846.23,1/3/2025 19:23,Medical,0,25,Male,88179,395594.68,82,Low,16,Kolkata,29037.42,9044,106333,587,Paid,Company faces regulatory issues,-0.53,HDFCBANK
4045,3423,6461.97,1/3/2025 19:24,Medical,0,20,Male,142185,206556.56,45,High Value,29,Chennai,42509.38,9045,1542815,433,In Progress,Tech stocks rally on innovation,0.29,INFY
4046,3791,26847.59,1/3/2025 19:25,Bill,0,57,Female,23867,250435.7,58,High Value,42,Chennai,43996.52,9046,2672906,753,Default,Rupee weakens against Dollar,-0.07,RELIANCE
4047,3260,46829.15,1/3/2025 19:26,Travel,0,64,Other,40577,23974.69,39,New,24,Chennai,49686.88,9047,595591,524,Paid,Market rises amid strong earnings,-0.68,WIPRO
4048,3126,15424.52,1/3/2025 19:27,Fuel,0,38,Male,174719,140682.87,12,High Value,17,Bengaluru,4532.03,9048,1757799,710,Paid,Banking sector sees strong growth,0.57,WIPRO
4049,2749,43478.36,1/3/2025 19:28,Online,0,18,Female,194966,184322.2,34,New,42,Bengaluru,10791.49,9049,2882053,673,Paid,Corporate layoffs rise across tech firms,0.86,SBIN
4050,3675,38207.14,1/3/2025 19:29,Food,0,62,Other,106007,312922.38,14,High Value,6,Mumbai,36537.33,9050,2376141,384,Paid,Rupee weakens against Dollar,-0.07,TCS
4051,3651,12398.14,1/3/2025 19:30,Travel,0,71,Other,159959,232373.54,38,New,14,Bengaluru,32297.5,9051,1730003,383,Paid,Rupee weakens against Dollar,0.23,RELIANCE
4052,1781,1826.67,1/3/2025 19:31,Online,0,67,Male,58314,304115.21,16,Low,26,Delhi,6779.9,9052,2568545,781,Default,Corporate layoffs rise across tech firms,0.63,WIPRO
4053,4994,5101.34,1/3/2025 19:32,Travel,0,32,Female,194275,356807,61,Medium,28,Mumbai,31587.8,9053,2882993,642,Paid,Banking sector sees strong growth,0.93,RELIANCE
4054,4452,36427.41,1/3/2025 19:33,Bill,0,24,Female,15059,21837.97,59,Low,47,Delhi,20382.45,9054,510617,571,Paid,Oil prices surge on global conflict,0.94,WIPRO
4055,4048,9991.49,1/3/2025 19:34,Online,0,32,Female,158745,129509.73,75,New,36,Mumbai,47847.29,9055,1654939,305,Default,Corporate layoffs rise across tech firms,0.85,ICICIBANK
4056,3727,18569.83,1/3/2025 19:35,Bill,0,42,Female,103231,85866.48,97,Low,31,Delhi,42776.62,9056,248266,763,Default,Global markets fall due to uncertainty,0.63,TCS
4057,3105,25089.94,1/3/2025 19:36,Retail,0,20,Female,136696,94133.83,79,High Value,27,Mumbai,3754.79,9057,2534015,818,Paid,Global markets fall due to uncertainty,-0.15,HDFCBANK
4058,4867,36276.15,1/3/2025 19:37,Online,0,47,Other,16794,251811.14,74,High Value,2,Kolkata,4590.48,9058,768608,313,Default,Market rises amid strong earnings,0.34,RELIANCE
4059,4097,5670.43,1/3/2025 19:38,Travel,0,31,Other,141142,370119.4,67,Medium,19,Chennai,20911.13,9059,2312743,302,Paid,Corporate layoffs rise across tech firms,0.53,ICICIBANK
4060,1880,20324.26,1/3/2025 19:39,Retail,0,69,Other,25721,136752.13,11,Medium,28,Kolkata,517.72,9060,2912268,786,In Progress,Corporate layoffs rise across tech firms,-0.82,HDFCBANK
4061,1446,24258.79,1/3/2025 19:40,Bill,0,21,Female,20686,412312.39,11,Low,45,Mumbai,4809.91,9061,2857476,687,Paid,Tech stocks rally on innovation,-0.77,ICICIBANK
4062,3113,27045.94,1/3/2025 19:41,Bill,0,53,Other,193515,446282.03,16,Medium,44,Hyderabad,46636.52,9062,1866441,786,Paid,Global markets fall due to uncertainty,0.41,RELIANCE
4063,4992,40919.85,1/3/2025 19:42,Travel,0,20,Other,110003,175591.67,38,High Value,21,Mumbai,39642.35,9063,2745639,467,Paid,Oil prices surge on global conflict,0.33,SBIN
4064,2783,8592.19,1/3/2025 19:43,Retail,0,22,Male,77722,340837.59,30,High Value,45,Hyderabad,33668.18,9064,1711361,705,Paid,Corporate layoffs rise across tech firms,0.61,RELIANCE
4065,2277,40393.49,1/3/2025 19:44,Medical,0,42,Other,198645,58966.12,41,High Value,15,Chennai,41528.84,9065,1342576,762,Paid,Oil prices surge on global conflict,-0.63,RELIANCE
4066,4970,34646.99,1/3/2025 19:45,Fuel,0,48,Male,158960,372142.13,1,New,34,Delhi,12577.74,9066,2505516,431,Paid,Rupee weakens against Dollar,0.87,WIPRO
4067,2991,27797.98,1/3/2025 19:46,Food,0,28,Female,54348,82929.43,38,New,40,Mumbai,36305.79,9067,1531185,805,Default,Oil prices surge on global conflict,-0.52,TCS
4068,2067,34979.4,1/3/2025 19:47,Travel,0,25,Female,28533,343864.19,98,Low,3,Hyderabad,30816.8,9068,2985981,535,Paid,Oil prices surge on global conflict,-0.73,TCS
4069,4168,20606.77,1/3/2025 19:48,Bill,0,43,Female,167988,211239.05,60,New,1,Chennai,42447.51,9069,2828309,322,In Progress,Oil prices surge on global conflict,-0.35,SBIN
4070,2577,6928.5,1/3/2025 19:49,Online,0,19,Female,76422,464263.93,19,Medium,24,Mumbai,14206.1,9070,1645694,431,Paid,Rupee weakens against Dollar,0.62,RELIANCE
4071,2011,33291.6,1/3/2025 19:50,Retail,0,45,Other,196597,232498.06,98,High Value,43,Kolkata,38209.42,9071,518767,751,Paid,Global markets fall due to uncertainty,-0.94,TCS
4072,3274,26238.37,1/3/2025 19:51,Fuel,0,65,Male,149625,15935.96,59,Low,27,Kolkata,42647.31,9072,1509523,573,Default,Rupee weakens against Dollar,-0.55,ICICIBANK
4073,1773,31972.35,1/3/2025 19:52,Food,0,74,Female,133360,240594.18,68,New,9,Mumbai,27495.44,9073,2645548,300,Paid,Company faces regulatory issues,0.91,ICICIBANK
4074,3726,16906.56,1/3/2025 19:53,Online,0,27,Female,23144,397851.62,10,Low,24,Mumbai,20747.88,9074,2407175,843,Paid,Market rises amid strong earnings,-0.97,WIPRO
4075,4507,45344.26,1/3/2025 19:54,Retail,0,67,Male,122578,323718.62,17,Low,17,Bengaluru,47437.76,9075,1679467,465,Default,Banking sector sees strong growth,-0.44,SBIN
4076,2814,29372.62,1/3/2025 19:55,Fuel,0,56,Male,106045,483174.44,80,Medium,28,Chennai,8531.58,9076,2807176,709,Paid,Market rises amid strong earnings,-0.35,SBIN
4077,3648,4279.27,1/3/2025 19:56,Travel,0,54,Male,151509,421714.61,85,Medium,39,Kolkata,1910.02,9077,1399102,596,Default,Oil prices surge on global conflict,0.85,INFY
4078,3426,22495.7,1/3/2025 19:57,Fuel,0,56,Male,105083,263512.56,92,Medium,4,Delhi,9039.1,9078,2793940,392,Paid,Banking sector sees strong growth,0.7,HDFCBANK
4079,2201,37820.24,1/3/2025 19:58,Travel,0,38,Male,178590,103657.02,72,Low,29,Mumbai,34204.35,9079,2116661,395,In Progress,Rupee weakens against Dollar,-0.08,ICICIBANK
4080,2450,39708.79,1/3/2025 19:59,Medical,0,45,Other,38830,2385.43,29,Low,45,Bengaluru,39468.4,9080,1567450,870,Paid,Company faces regulatory issues,-0.36,HDFCBANK
4081,4986,24734.91,1/3/2025 20:00,Retail,0,55,Male,125581,490260.95,6,Medium,28,Chennai,35869.7,9081,643932,440,Default,Tech stocks rally on innovation,0.89,INFY
4082,3756,44738.43,1/3/2025 20:01,Fuel,0,73,Other,89285,469190.69,94,New,37,Mumbai,21051.34,9082,1585930,616,Default,Banking sector sees strong growth,-0.62,INFY
4083,1306,13390.75,1/3/2025 20:02,Food,0,50,Male,61553,137434.93,66,High Value,29,Kolkata,48381.92,9083,2888950,862,Paid,Company faces regulatory issues,-0.05,SBIN
4084,1778,20535.83,1/3/2025 20:03,Fuel,0,28,Male,151987,319288.79,63,Medium,44,Hyderabad,22270.67,9084,664779,604,Paid,Tech stocks rally on innovation,-0.16,HDFCBANK
4085,3551,44930.86,1/3/2025 20:04,Retail,0,62,Female,43695,364755.16,31,New,29,Chennai,49067.12,9085,2074521,476,Paid,Company faces regulatory issues,0.87,RELIANCE
4086,3315,44813.87,1/3/2025 20:05,Online,0,61,Female,29703,289217.72,25,Low,5,Hyderabad,45914.01,9086,776914,720,Paid,Tech stocks rally on innovation,0.51,HDFCBANK
4087,4657,34288.78,1/3/2025 20:06,Online,0,18,Female,167550,421559.36,87,Low,11,Kolkata,20416.51,9087,2704497,329,Paid,Global markets fall due to uncertainty,-0.07,ICICIBANK
4088,1007,42950.44,1/3/2025 20:07,Fuel,0,70,Female,82918,39373.41,21,New,2,Delhi,8134.33,9088,1886921,441,Paid,Oil prices surge on global conflict,0.21,HDFCBANK
4089,4991,4447.78,1/3/2025 20:08,Fuel,0,64,Female,45128,448298.77,16,New,4,Chennai,4582.89,9089,1181960,522,In Progress,Rupee weakens against Dollar,0.82,ICICIBANK
4090,3555,43251.1,1/3/2025 20:09,Travel,0,50,Female,68250,196313.5,4,Low,10,Bengaluru,26620.6,9090,1357572,804,Paid,Rupee weakens against Dollar,0.66,ICICIBANK
4091,1475,16037.79,1/3/2025 20:10,Retail,0,20,Male,122777,240604.67,46,Low,39,Mumbai,38184.08,9091,2709424,810,Paid,Tech stocks rally on innovation,0.23,ICICIBANK
4092,2320,8924.79,1/3/2025 20:11,Travel,1,43,Male,52126,222644.46,8,Low,44,Mumbai,8884.78,9092,2417803,302,Default,Banking sector sees strong growth,0.83,RELIANCE
4093,3211,11976.1,1/3/2025 20:12,Food,0,32,Female,121616,265877.47,6,Low,8,Mumbai,15978.73,9093,2909692,753,Paid,Tech stocks rally on innovation,-0.24,RELIANCE
4094,1484,20904.25,1/3/2025 20:13,Medical,0,58,Female,61799,299285.15,53,Medium,23,Bengaluru,31563.52,9094,321869,850,Default,Market rises amid strong earnings,0.47,INFY
4095,4668,12567.09,1/3/2025 20:14,Online,0,31,Female,47907,355316.54,64,Low,27,Bengaluru,23097.33,9095,2152683,574,Paid,Tech stocks rally on innovation,-0.97,TCS
4096,4143,16035.17,1/3/2025 20:15,Bill,0,40,Male,22644,262707.7,91,Low,23,Kolkata,30233,9096,2259909,660,Default,Company faces regulatory issues,0.17,RELIANCE
4097,3614,6757.57,1/3/2025 20:16,Bill,0,71,Female,49583,342544.24,51,New,48,Bengaluru,33850.74,9097,1455692,397,Paid,Banking sector sees strong growth,-0.73,WIPRO
4098,1904,14815.88,1/3/2025 20:17,Retail,0,73,Female,69560,169479.57,63,New,34,Mumbai,19096.69,9098,84663,759,Default,Oil prices surge on global conflict,0.05,WIPRO
4099,1558,28618.47,1/3/2025 20:18,Retail,0,25,Male,125634,468372.09,88,New,35,Chennai,39319.72,9099,195002,427,Paid,Corporate layoffs rise across tech firms,-0.51,RELIANCE
4100,4982,22098.27,1/3/2025 20:19,Bill,0,71,Male,161257,32733.24,6,Low,17,Mumbai,35172.97,9100,1290185,466,Default,Global markets fall due to uncertainty,-0.24,INFY
4101,2967,17342.47,1/3/2025 20:20,Retail,0,53,Other,120589,272997.53,62,New,47,Bengaluru,34408.91,9101,1501122,565,In Progress,Corporate layoffs rise across tech firms,0.58,INFY
4102,3285,37325.14,1/3/2025 20:21,Online,0,37,Female,56988,44154.39,33,Low,10,Bengaluru,7559.23,9102,680130,683,Default,Oil prices surge on global conflict,-0.88,INFY
4103,2127,44676.56,1/3/2025 20:22,Food,0,69,Male,156518,221662.13,2,Low,2,Kolkata,23764.36,9103,1393881,450,Default,Corporate layoffs rise across tech firms,0.07,WIPRO
4104,2233,37841.89,1/3/2025 20:23,Food,0,23,Other,38162,129162.39,41,New,17,Hyderabad,28900.93,9104,2872295,547,Paid,Rupee weakens against Dollar,-0.71,HDFCBANK
4105,3601,16606.72,1/3/2025 20:24,Travel,0,50,Male,160222,468483.27,16,High Value,31,Bengaluru,11396.67,9105,1419320,870,Paid,Global markets fall due to uncertainty,0.15,ICICIBANK
4106,3875,37224.66,1/3/2025 20:25,Online,0,45,Other,187376,7031.16,59,Medium,16,Hyderabad,37952.5,9106,2770870,517,Paid,Corporate layoffs rise across tech firms,0.27,WIPRO
4107,1467,7607.49,1/3/2025 20:26,Medical,0,67,Other,110373,195906.21,9,Medium,24,Delhi,6141.93,9107,1781569,894,Paid,Corporate layoffs rise across tech firms,-0.64,RELIANCE
4108,4525,6524.6,1/3/2025 20:27,Retail,0,55,Female,51003,391130.35,69,High Value,7,Hyderabad,7577.89,9108,699832,401,Paid,Company faces regulatory issues,-0.99,SBIN
4109,4339,17287.9,1/3/2025 20:28,Retail,0,47,Female,66746,94636.48,10,High Value,19,Bengaluru,20724.63,9109,1449461,599,Paid,Global markets fall due to uncertainty,-0.83,ICICIBANK
4110,3433,40387.04,1/3/2025 20:29,Medical,0,63,Other,81923,407886.31,94,Low,16,Mumbai,6853.71,9110,2029404,347,Paid,Banking sector sees strong growth,0.38,TCS
4111,3822,12324.95,1/3/2025 20:30,Travel,0,60,Female,147055,429932.68,7,New,33,Mumbai,681.03,9111,1674949,630,In Progress,Company faces regulatory issues,-0.24,INFY
4112,1847,3172.04,1/3/2025 20:31,Travel,0,34,Male,142310,354147.5,93,Medium,36,Bengaluru,20628.96,9112,2489600,534,Paid,Banking sector sees strong growth,-0.25,TCS
4113,3434,6594.16,1/3/2025 20:32,Retail,0,26,Male,62114,104930.06,66,Medium,45,Kolkata,32462.75,9113,638712,812,Paid,Rupee weakens against Dollar,0.38,SBIN
4114,3924,42938.66,1/3/2025 20:33,Retail,0,45,Other,112687,136383.31,20,High Value,10,Chennai,24807.4,9114,2198830,396,Paid,Global markets fall due to uncertainty,-0.01,SBIN
